RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9256,15622033,Rapuluchukwu,837.492155155709,Germany,Female,41.0,3,99587.43260650919,4,1,0,18795.81901852546,1
9257,15758451,Azuka,748.2825948876339,Germany,Male,37.0,7,97647.64846630963,1,1,0,7628.596255713013,0
9258,15688689,Esposito,656.0825837840257,Germany,Female,37.0,8,148492.29349593332,2,1,1,17962.78013909791,0
9259,15652674,Hou,594.367472112519,France,Male,20.0,0,85943.18994096002,1,1,1,146045.80063302736,0
9260,15806327,Cyril,794.9689619963174,France,Female,40.0,3,65927.41087803686,2,1,0,130799.90736937294,0
9261,15649618,Tomlinson,760.4886527933425,Germany,Female,39.0,7,165838.85823403407,2,0,1,137666.3233895985,0
9262,15677117,Crawford,658.8741951801107,France,Female,61.0,6,-8062.701721424712,2,1,1,131988.99219214782,0
9263,15751445,Chikwado,746.2214181022114,Germany,Female,52.0,6,77385.1550504133,2,0,1,35708.50743659759,0
9264,15749669,Hargreaves,526.6706713796043,France,Female,31.0,3,-336.1463259412194,2,1,1,114686.69309923046,0
9265,15656351,Laidley,395.3376182262772,Spain,Male,60.0,3,-9152.505851981305,2,1,1,97004.69149260235,0
9266,15667438,Ferguson,688.4694559231646,France,Female,38.0,1,100532.73701952519,1,0,0,20992.74121052984,1
9267,15682273,Burns,678.0616334502108,France,Female,,5,139164.81038594607,1,1,0,121414.72071620339,0
9268,15580912,McNeill,709.4804436310981,France,Male,32.0,5,162090.64591022508,2,1,1,166274.16672799797,0
9269,15785183,Chukwuebuka,631.7447992920934,Spain,Male,29.0,2,-473.06702898871345,2,1,1,1048.2569931926394,0
9270,15705383,Shen,633.3201907556809,France,Male,35.0,4,134683.97156790234,1,1,1,91733.33836228831,0
9271,15712903,Diaz,528.9114347296486,France,Female,,3,175282.4680371481,1,1,1,152201.55968613966,0
9272,15774285,Kentish,674.5686991593143,Spain,Female,47.0,8,115710.7400902643,1,1,1,72051.77587377328,0
9273,15583138,Persse,718.9798091103437,France,Male,,2,143406.3646226065,2,1,0,173689.05095377678,0
9274,15740160,Okwukwe,636.6637972872629,France,Male,31.0,1,-5411.55955791277,2,1,1,54064.46890172214,0
9275,15793425,Watt,546.9711490027264,Spain,Female,33.0,9,-2353.835106579704,1,0,1,179907.3295935445,0
9276,15749265,Carslaw,389.6659882639211,Germany,Male,42.0,1,78197.26660690193,1,1,1,55421.74724698065,0
9277,15623989,Griffin,426.5080366795571,France,Male,54.0,3,-6633.697926526683,1,1,0,161650.4831477912,1
9278,15604832,Hsia,640.9527500355255,France,Male,29.0,7,-9624.994106235927,1,1,1,129398.9303966132,0
9279,15584580,Fyodorova,433.74526704007326,France,Male,35.0,6,167081.48522264676,1,0,0,12223.02192087661,0
9280,15573854,Chukwujekwu,720.859033181498,France,Male,,5,-3068.834348344094,2,0,1,34522.32111108407,0
9281,15614847,Townsend,696.8713208985723,France,Female,45.0,6,76175.58533532945,1,0,1,142631.54510538728,0
9282,15679966,Marsh,663.1298796058018,France,Female,31.0,3,145988.0956490051,1,1,1,163348.0537015468,0
9283,15799435,Hayes,602.1340337743009,Spain,Male,34.0,1,-3385.792175187832,1,1,0,141603.94523653953,0
9284,15752186,Padovano,576.0406064733465,France,Female,27.0,3,1867.7165069770836,2,1,0,29166.89878386352,0
9285,15705544,Ma,636.9535113390848,France,Male,61.0,3,150819.2278509843,1,0,1,48603.38033324659,0
9286,15713632,Ham,500.5679039707591,Spain,Female,48.0,5,84649.90584354449,1,0,0,92722.97631662931,0
9287,15586523,Paten,728.567058275429,Germany,Female,29.0,7,117378.72764364252,1,1,1,71726.62676286463,1
9288,15609176,Cawthorne,695.8365741543221,France,Female,32.0,5,-5129.626454552502,2,0,1,179782.16731662597,0
9289,15769308,Herbert,635.4024225916171,Germany,Female,36.0,9,76378.51786797539,2,1,0,199477.01928586097,0
9290,15676810,Jen,578.8340116213915,France,Female,31.0,1,98537.4461001075,2,1,1,66293.13782164575,0
9291,15634591,Saunders,836.5521283134699,France,Male,33.0,8,75445.76638353114,1,1,1,188012.0661245439,0
9292,15679804,Esquivel,642.729995776418,France,Male,,5,121778.1445315302,2,1,1,116440.48728565653,0
9293,15677764,Chao,429.6608125766529,Germany,Female,74.0,1,190520.882217389,2,1,1,191231.61414344466,0
9294,15571917,Eluemuno,779.1418076679765,Germany,Female,38.0,5,133713.31321176386,2,1,0,72928.19952530712,0
9295,15574608,Sidorova,752.061193910798,France,Male,36.0,8,132132.98817073397,1,1,1,142535.85583016524,0
9296,15740868,Pirogova,638.1028729506493,Germany,Female,45.0,9,133354.14937570447,1,1,1,151621.59972628235,0
9297,15702442,Benson,570.8039573602446,Germany,Female,,9,103683.86611960272,2,1,1,52202.06882435737,0
9298,15699797,Santana,722.799691142169,France,Male,30.0,8,180969.08918669232,1,0,0,29864.052255912222,0
9299,15648047,Williamson,744.5999645160318,Germany,Male,27.0,5,195477.28181909243,2,0,0,21232.25054366828,0
9300,15766826,North,802.7392745429256,France,Male,26.0,7,157534.4476528232,1,1,0,24379.01152772926,1
9301,15591628,Davies,709.4249475738195,Germany,Male,41.0,9,162096.0022774901,1,1,0,50411.140801938054,0
9302,15583857,Siciliano,639.9367989093832,Spain,Female,43.0,4,130539.24350160595,2,0,0,153018.28867441695,0
9303,15752534,Mironov,754.6869442690756,France,Male,36.0,10,9116.701758994237,2,1,1,183650.00962554888,0
9304,15741403,Amechi,662.6316914872386,Spain,Female,38.0,1,186476.02953557135,1,0,0,23559.763043760682,0
9305,15783589,Toscano,635.903353303172,France,Male,40.0,9,-170.2842843419695,2,0,0,92361.97991608486,0
9306,15598046,Su,680.7473482850737,France,Female,39.0,5,142924.471909027,2,1,0,62738.49777736501,0
9307,15643330,Chukwuemeka,610.603227446926,France,Male,37.0,2,-6757.003666918937,2,0,1,96847.10420532017,0
9308,15680405,P'eng,692.4568449731164,France,Male,40.0,2,182414.9244121995,2,1,1,164756.88066184358,0
9309,15728683,Lombardo,746.4037862841026,France,Male,27.0,0,-2560.4147532577017,2,0,1,135687.51589993437,0
9310,15621644,Lombardi,698.6477879625279,Germany,Male,83.0,6,124344.2942909679,1,0,1,91753.26906423485,0
9311,15733032,Butler,689.470269752069,Spain,Male,47.0,2,775.7508591240112,2,1,1,118528.85316779195,0
9312,15608381,Dean,565.9391907327031,Germany,Male,50.0,2,127039.33282511224,1,1,0,10715.699291061843,1
9313,15658946,Piccio,600.5625079158954,Germany,Male,40.0,10,45683.25993492943,2,1,0,16420.293854055017,0
9314,15757912,Bradley,720.2756580398509,Germany,Female,37.0,0,128250.1709106498,1,0,0,161323.75112019613,0
9315,15645371,Cameron,610.406538959428,Germany,Female,51.0,7,142460.12442965142,1,1,1,55986.42730336834,1
9316,15653110,Chan,663.2693861923592,France,Male,42.0,8,134314.46681891588,1,1,0,36213.24695766078,0
9317,15766355,Lettiere,544.3042118096921,Germany,Male,49.0,0,118873.26523081056,3,1,0,56688.23629159853,1
9318,15585249,Mironova,721.0547008406318,France,Male,,6,111912.77865294533,1,1,0,193304.10724020738,1
9319,15611786,Tsui,658.7229114098811,Spain,Female,69.0,9,-984.6540131473816,1,0,1,132420.53899109914,0
9320,15575486,Okoli,507.03627232443705,France,Female,,1,-5697.063291718401,2,1,1,36337.492303701474,0
9321,15780215,Berry,627.0218322537398,France,Male,31.0,6,-3442.27974947788,2,1,1,2159.8048442473428,0
9322,15686099,Ruse,554.8777928595318,Spain,Male,61.0,1,80494.08548691576,1,1,0,102437.25782787887,1
9323,15739042,Bogolyubov,768.9350983687759,France,Female,35.0,9,12921.928723825677,2,1,0,40551.69576806378,0
9324,15815316,Kennedy,611.7050027541734,France,Male,,9,86076.88781271817,4,1,0,192009.50993925805,1
9325,15778489,Bolton,751.0896370450935,Germany,Male,,9,130759.18065735056,2,1,1,124037.23366145448,0
9326,15786389,Chuang,642.2382854146106,Spain,Female,41.0,10,-5612.5068065148025,2,1,1,62648.37836361092,0
9327,15601787,Greco,625.051237658598,Germany,Male,35.0,2,93076.79911654243,1,0,1,188273.4068382576,1
9328,15624715,Ma,614.4905958045986,Spain,Female,40.0,2,-13396.468317067385,1,1,1,3203.498412351032,0
9329,15763093,Nucci,544.505394440301,Germany,Female,35.0,7,149368.0523792955,2,1,0,196167.8222938397,0
9330,15572073,Yao,675.1352430041281,Spain,Male,35.0,5,4335.395025766636,2,1,1,60045.26186695075,0
9331,15780256,Palfreyman,658.2138464084178,France,Male,34.0,9,5667.5705737062,2,1,1,116259.6361907662,0
9332,15659305,Webster,598.8057837638685,Germany,Male,19.0,8,166749.86941668682,1,1,1,109414.57970064922,0
9333,15638882,Cardell,698.5102658916744,Germany,Female,62.0,9,162458.67644997465,1,1,0,53615.98909748244,1
9334,15714680,Bianchi,772.4340517119763,France,Female,78.0,5,113871.64000957932,1,1,1,77190.57473163298,0
9335,15777217,Somadina,651.1902712785936,Spain,Male,25.0,10,4228.827848621528,2,1,1,178475.46238869076,0
9336,15739123,Mellor,733.253393803574,Germany,Male,,4,132449.18710466058,2,1,0,4668.7420969455825,0
9337,15594450,Tomlinson,722.8291593391189,France,Male,,9,156153.67535162036,1,1,0,140235.03731401733,0
9338,15797751,Pai,461.7551138032014,Germany,Female,47.0,5,96153.55483358583,1,1,1,184024.82163336666,1
9339,15691543,Lennox,558.6554727511157,Germany,Male,58.0,2,136484.381523374,1,1,1,88373.02443694325,0
9340,15722845,Meldrum,665.4244530166852,Spain,Male,29.0,1,182246.29119882602,2,1,1,62470.445789018726,0
9341,15605804,Watson,718.3081221020307,France,Male,45.0,10,-5357.28722765276,2,1,0,-7491.883374612942,0
9342,15702061,Findlay,655.5517077897277,France,Male,29.0,7,4608.796063670203,2,1,1,145190.8929265542,0
9343,15694321,Su,646.9352035479699,France,Female,28.0,3,211.29561257037585,2,1,0,51757.03676635762,0
9344,15798749,Davidson,853.8993663075235,Germany,Female,43.0,3,148274.86110873305,2,1,0,95070.98363916973,0
9345,15720050,Barrett,727.6212685279786,France,Female,28.0,2,113524.19497572657,1,1,0,97903.5120605082,0
9346,15758048,Miah,578.7646543766866,France,Male,50.0,2,150147.1106079231,1,1,1,117796.0632121095,0
9347,15805681,Chamberlain,722.617340568127,France,Male,41.0,9,6444.837472008433,1,1,1,118016.9746001436,0
9348,15802809,Vidal,674.9953325697836,Spain,Female,36.0,0,101906.51926162573,1,1,1,176586.81007530892,0
9349,15807239,Lung,676.184776617795,France,Female,34.0,7,92271.14550786412,1,0,0,180053.0001471643,0
9350,15749093,Tretyakova,794.3627027635605,France,Male,43.0,4,173309.48738003735,2,0,0,102257.98375538512,0
9351,15689344,Montgomery,621.4956318822024,Spain,Male,42.0,4,6408.749220616222,3,0,1,120443.22128262925,0
9352,15606076,Golubev,727.5987948229656,Germany,Male,63.0,7,125139.80946828944,1,1,1,101937.33208513686,0
9353,15610090,Han,646.8561002494605,France,Male,40.0,8,65006.10934040403,2,1,0,100325.37616800892,0
9354,15693926,Pan,673.364610823674,Spain,Male,37.0,0,177745.68635898124,1,1,1,196907.47681396728,0
9355,15791501,Carroll,546.7739222739528,France,Male,43.0,8,7946.731542964127,2,1,1,139126.21334105975,0
9356,15621870,Hawkins,748.6506741964238,Spain,Female,40.0,8,-5885.762883457236,1,1,0,162935.57693914487,0
9357,15734711,Loggia,386.2068610912536,France,Male,42.0,7,12794.580898767283,1,1,0,75880.04743687826,1
9358,15814405,Chesnokova,432.9509225157292,France,Female,46.0,9,4112.5583697581715,1,1,1,79743.0939570048,1
9359,15729359,Chambers,829.0990629566086,France,Female,29.0,9,2410.8263917109193,2,1,1,40571.6814916282,0
9360,15606944,Fleming,651.1809367004807,Germany,Male,43.0,9,141283.06233345144,1,1,0,7524.925231560579,1
9361,15671934,Veale,580.4790769108233,Germany,Male,39.0,2,121022.89568657626,1,0,1,149188.3944486106,0
9362,15641773,Browne,608.2753929658252,Germany,Male,45.0,2,181104.61139734593,2,1,1,172767.05454347908,0
9363,15701972,Parsons,683.4165460154688,France,Male,35.0,3,153694.13854251444,1,1,1,42035.11105065874,0
9364,15749114,Bailey,636.7863926145913,Spain,Male,35.0,3,-10874.742289914848,2,1,1,14718.557006389208,0
9365,15780362,Ferrari,629.2182228946886,France,Female,49.0,9,114810.86677332192,2,1,0,101933.93350027439,0
9366,15753229,Genovese,771.9839596947565,France,Male,29.0,9,120632.65466327113,1,1,1,136417.1520449805,0
9367,15656009,McIntyre,729.5384851464596,France,Female,36.0,6,6470.3691293127,1,1,0,63801.52328818222,0
9368,15785024,Warner,655.7114091107351,France,Female,40.0,9,134553.8195577615,1,1,0,179212.3882392468,1
9369,15670492,Gordon,756.5040108336952,France,Male,28.0,8,4755.729767081924,2,1,0,105880.74347190658,0
9370,15795458,McMillan,725.3852755529981,Spain,Female,39.0,2,-612.2147521852653,1,1,1,52513.242224448746,0
9371,15732438,Cheng,530.8833518933875,France,Male,43.0,4,10638.323200278171,4,0,0,14252.682203505246,1
9372,15781987,Akhtar,640.0017953391769,France,Male,31.0,9,105735.41454024985,1,1,1,31207.455737150958,0
9373,15775826,Iadanza,665.2016920750013,France,Male,30.0,1,76700.79251257809,1,0,1,172257.727265516,0
9374,15807457,Abernathy,647.6207780563443,Spain,Female,36.0,1,-3726.9376598712133,2,1,0,105375.01518344972,0
9375,15632538,Watson,641.8130663041024,Spain,Female,32.0,5,134136.21329978286,1,1,1,28922.248481165803,0
9376,15641389,Shen,638.485532100508,Germany,Male,48.0,4,124305.56823810603,2,1,0,79192.5088869492,1
9377,15657306,Kershaw,525.7026944463271,France,Female,47.0,2,-10387.974808704252,1,0,0,116053.950691727,1
9378,15709447,Reed,608.436093699534,France,Female,26.0,0,145878.43384945803,1,1,0,103384.21209219706,0
9379,15762682,Mitchell,701.0045897711389,Spain,Female,35.0,1,105433.06798879808,2,1,0,15475.757748340064,0
9380,15626042,Webb,693.1429156740508,Spain,Female,26.0,2,-8923.835768454008,2,1,1,92365.00019257513,0
9381,15597109,Vanzetti,626.9552376705165,France,Male,70.0,1,87633.50006105193,1,0,1,138604.32638662765,0
9382,15756148,Nnanna,743.65132134079,Spain,Male,,2,82714.09062815731,1,1,1,46342.92298113379,0
9383,15665634,Campbell,619.8187017710361,France,Female,38.0,7,56726.5333988179,1,1,1,162983.4386602851,0
9384,15739997,Capon,695.8936974800554,France,Female,23.0,2,94022.47015378061,2,0,1,188647.0828691017,0
9385,15686242,Otutodilichukwu,756.5366312234121,France,Female,57.0,4,-6326.201772297682,1,0,0,85098.50622834435,1
9386,15759244,Boone,694.3321249402761,Germany,Male,44.0,8,100158.2231053722,2,1,1,3883.483611375421,0
9387,15672027,McIntyre,701.0856467295878,Germany,Female,33.0,10,98259.90572647665,2,1,0,26511.476392468867,0
9388,15594576,Zhdanov,558.9298126318924,France,Male,32.0,1,154914.50154478053,1,0,0,184451.14419521444,0
9389,15707138,Nagy,699.5430207178631,Spain,Male,39.0,5,557.3426682267107,2,1,1,99144.79837569744,0
9390,15756954,Lombardo,554.1671909933141,France,Female,32.0,2,-771.203531296035,1,1,1,78884.58897527463,0
9391,15619130,Simpson,749.6068219505371,Germany,Female,37.0,5,114541.46137459906,2,1,1,135129.44210501784,0
9392,15639665,Herbert,876.2856147144096,Spain,Male,61.0,0,6238.559186855013,2,1,1,92359.62804887955,0
9393,15571065,Lehr,527.6398873775775,Spain,Female,39.0,0,-2008.9597643094946,2,1,0,90729.58400309786,0
9394,15686060,Chou,669.3747717169151,Germany,Male,43.0,9,113242.69119757325,1,1,0,178922.33667155087,1
9395,15615753,Upchurch,600.3994907949855,Germany,Female,35.0,8,127428.85054591822,1,1,1,189785.50420131863,0
9396,15800961,Ugorji,641.0364608108669,Germany,Male,52.0,1,71494.5142027088,2,0,1,172962.15505553936,0
9397,15763065,Palerma,712.7381615800598,Spain,Female,40.0,2,3897.533215780564,2,1,0,201484.44954209853,0
9398,15672467,Coles,756.497494431108,France,Female,52.0,7,85702.5571401734,2,0,1,63679.73867674481,0
9399,15752915,Hsueh,477.34012561148097,France,Female,34.0,2,7359.052776037563,2,1,1,181090.02101158843,0
9400,15744695,Tu,706.7980591430417,France,Male,39.0,5,79665.42973436872,1,1,1,20205.70389221095,0
9401,15584897,Kuo,653.3047316778247,France,Female,31.0,3,103022.21123862633,1,0,0,21747.295315439053,0
9402,15601857,Woodhouse,697.1329775035426,Germany,Female,,4,119448.43524676391,1,0,0,71355.81903181417,1
9403,15674156,Tretiakova,778.256238606431,Germany,Male,69.0,3,21449.872329568683,1,1,1,111103.793518898,0
9404,15695465,Gibson,633.8536780798352,France,Female,36.0,6,2522.623129120884,1,1,0,166099.33359613127,0
9405,15792232,Moss,607.4705159765172,Spain,Female,43.0,5,-1163.7777799455853,2,0,0,103106.12701395723,0
9406,15807900,Chineze,611.1083369283956,France,Male,36.0,7,3972.739059430728,1,1,1,55625.93440649995,1
9407,15743760,Davidson,826.0408407531868,France,Male,31.0,6,134701.6630683526,2,1,1,177459.95789586936,0
9408,15652835,Liang,410.4685749433885,Spain,Female,27.0,2,127451.79941153902,1,0,1,133474.3004709502,0
9409,15767818,Graham,632.2119287694925,France,Male,55.0,10,143044.4007729289,1,1,0,-239.01321033928662,0
9410,15591150,Nwebube,597.1161067886301,Spain,Male,34.0,10,6202.332860435741,2,0,1,180241.39019577508,0
9411,15734659,Sozonov,639.3011699908272,Germany,Female,46.0,5,101285.62918956754,2,1,0,158113.25548310985,0
9412,15796115,Forbes,670.8534688125546,Germany,Female,40.0,4,79661.30733722652,4,1,0,117436.67656801666,1
9413,15724648,Chikezie,736.1739056584363,France,Male,26.0,6,91967.65691563395,1,0,0,131088.82230540685,0
9414,15737732,Onwuemelie,742.9072295991812,France,Female,44.0,10,4372.8166482512315,2,1,0,169586.84943211763,0
9415,15632280,Toth,519.5122545328409,Spain,Female,,9,-13829.218790460047,1,1,0,130539.58069206632,1
9416,15750407,Hunt,750.144533854477,Germany,Female,43.0,2,125896.75315727327,2,0,0,10661.786436541453,0
9417,15795370,Mazure,682.6808390884523,Germany,Male,37.0,6,122541.57321952815,1,1,0,83804.5829595883,0
9418,15656829,Hughes,584.6841844329892,Spain,Female,33.0,6,5055.4123665151055,2,1,0,58342.22000511495,0
9419,15643794,Bennett,641.155201109051,Spain,Female,27.0,2,-8481.047083443196,1,1,1,84133.98346721004,0
9420,15798605,Tien,681.0021252837591,Germany,Male,26.0,1,60866.56887496327,1,1,1,80165.04066215194,0
9421,15637324,Kay,662.842976842376,France,Female,28.0,7,-1930.0209683884307,2,0,1,3535.0082122035083,0
9422,15589589,Bryan,618.6047189200499,France,Male,34.0,5,129685.21690543418,1,1,0,44244.397657676425,0
9423,15778936,Ingamells,706.8433765641464,France,Male,33.0,9,144499.69149140693,1,1,0,189040.33180659733,0
9424,15757385,Milne,580.2969018055551,Spain,Female,28.0,8,156233.35622802898,1,1,0,178684.16815830363,0
9425,15666200,Lombardo,706.3759667661109,France,Female,40.0,1,2404.0432240116656,2,1,1,118627.59267604738,0
9426,15683977,Owens,687.4620869200146,Spain,Female,72.0,4,3113.5383415646957,2,1,1,53231.439825653615,0
9427,15675518,Charlton,479.4412232889472,Spain,Female,53.0,1,84042.78439064957,2,0,0,143771.17961928656,1
9428,15584812,Overby,680.7515421819826,Spain,Female,39.0,0,-5198.104975451773,2,0,0,83842.82842034785,0
9429,15752984,Chifley,697.4196261302059,France,Female,70.0,9,78242.72518295035,2,1,1,43150.51327257912,0
9430,15577913,Oliver,691.5363423208478,France,Female,32.0,8,142347.87431009675,1,1,1,85650.2671773238,0
9431,15591980,Hill,770.2550918390536,France,Male,33.0,5,126139.68450860106,2,1,1,79508.30438859964,0
9432,15598948,DeRose,506.3985900974153,Spain,Female,24.0,5,169605.60677091952,1,0,1,157703.65520954292,0
9433,15574142,Chuang,452.363103012058,Germany,Female,28.0,2,162708.5946751292,2,1,1,4770.497493920209,0
9434,15582903,Edwards,630.2624705158714,France,Male,39.0,7,-9785.995175669423,2,1,1,175537.20936591385,0
9435,15733229,Rodriguez,668.8509442274824,Spain,Female,34.0,7,13571.69116415241,2,0,0,5030.037809586939,0
9436,15635752,Lo,656.6024567145814,Germany,Male,38.0,4,116696.62177656444,2,1,1,101431.23625936316,0
9437,15771000,Powell,686.2895211763755,France,Male,38.0,4,3493.69734715847,3,1,0,78103.19955480835,0
9438,15804864,Chu,667.8294431487031,France,Female,,5,69417.47923953866,1,1,1,27413.060069307267,0
9439,15641175,Munro,717.5367726141824,Germany,Male,63.0,3,115639.28183288743,3,0,0,143254.81526344942,1
9440,15692226,Onwumelu,702.9198154455062,France,Female,31.0,3,143952.58269977404,1,1,1,54751.9226815972,0
9441,15584156,Siciliani,557.8358224668914,Spain,Male,27.0,10,-8945.003930278635,3,0,0,97641.39155105423,1
9442,15702656,Yobachi,645.9776433071511,France,Female,33.0,1,105139.61143491692,1,1,0,110512.98160179092,0
9443,15606552,Akabueze,721.5567556411336,France,Male,37.0,9,115264.418836941,2,1,1,146609.39002510044,0
9444,15687001,Chiemenam,597.5915909311311,Germany,Male,54.0,1,133952.27538797428,1,1,1,118998.22196327434,1
9445,15781903,Odinakachukwu,609.6835407304065,Germany,Male,41.0,2,124605.3398668063,2,1,1,41315.34027896635,0
9446,15731951,Reilly,654.2114951153544,Spain,Female,28.0,5,92952.55508382655,1,1,0,11180.722208176863,1
9447,15580953,Forbes,527.9955452920019,France,Male,30.0,4,79592.13819055863,1,0,1,128312.44279225207,0
9448,15810390,Amadi,706.9461409243302,France,Female,41.0,1,5436.6597173166865,2,0,1,28578.42828943745,1
9449,15628274,Ferri,575.3673780917359,Germany,Male,35.0,8,147214.33056918177,2,1,0,41868.47394381891,0
9450,15615444,Y?an,677.8025132821049,Germany,Male,28.0,8,113258.23888128276,2,1,1,89640.47658833207,0
9451,15784010,Williamson,662.5291116487722,Germany,Male,33.0,2,130840.79443572667,1,1,0,82451.12657267878,0
9452,15571586,Briggs,532.316054514409,Spain,Male,29.0,3,153111.2945432336,1,1,0,5007.946987139687,1
9453,15748616,Napolitani,586.4845391253646,France,Male,27.0,5,-2542.467870791591,2,1,0,32322.278948248484,0
9454,15769402,Carpenter,671.5984869083588,France,Male,27.0,7,166711.2465298349,1,1,1,148887.57143238882,0
9455,15739248,Lin,742.5559526175543,France,Male,52.0,4,-3278.044905204012,2,1,1,118801.63808089073,0
9456,15603481,Robinson,674.3540090052581,Spain,Female,55.0,4,2176.5712631026377,2,1,1,53074.28954539367,0
9457,15723604,Collins,654.6271623961302,France,Male,39.0,6,149352.86848381095,1,1,0,28237.030548631647,0
9458,15797822,Kingsley,679.0474553745514,France,Male,28.0,2,117003.47382013426,1,1,1,57862.926697784365,0
9459,15665064,Harvey,543.909204809645,France,Male,36.0,8,157347.08258701893,2,1,0,155796.68265012023,0
9460,15640580,Obiora,645.9716019984605,France,Female,47.0,9,11668.15480046978,1,1,0,186255.16064396745,0
9461,15581089,Knight,751.6248931032419,Spain,Male,35.0,7,-2670.0220731020872,2,1,1,43635.85479148345,0
9462,15728605,Hung,696.1878753664294,France,Male,40.0,4,5199.2194966806155,2,0,1,26339.233695884686,0
9463,15737385,Curtis,798.0757547591884,Spain,Female,46.0,6,-220.70145180710267,2,1,0,170104.45587638122,0
9464,15714789,Perez,669.1786085645138,France,Male,24.0,7,-3943.829731553443,1,0,1,41979.94240993501,0
9465,15786035,Gosnell,750.736149384498,France,Male,39.0,9,2464.150074374931,2,1,0,22976.16479906681,0
9466,15815259,Fang,810.0087017615199,France,Female,56.0,2,-4091.056625267652,2,1,1,37087.14572536189,0
9467,15592716,Clarke,587.6726721763575,France,Male,52.0,2,-9186.22994378088,1,1,0,128076.67844581844,1
9468,15734850,Milanesi,638.806739189004,Spain,Male,36.0,1,85644.77115351196,1,1,0,112756.44349468139,0
9469,15638047,Chia,599.3037578052222,Germany,Female,45.0,9,131647.02147366028,2,1,0,32891.7378782743,0
9470,15674573,Gearhart,711.1146185847019,France,Female,25.0,4,117438.29593416068,1,1,1,59853.84141167077,0
9471,15694859,McLean,759.2471193817189,Germany,Female,28.0,10,138402.94102733355,2,1,1,47026.07912758182,0
9472,15776404,Williamson,554.5234505548276,France,Male,,8,116466.22370288183,1,1,1,121496.03690865239,0
9473,15579345,Murphy,737.8341702354978,Germany,Female,74.0,0,152003.90025771235,1,1,1,132007.36073609095,0
9474,15690733,Angelo,597.8461174322058,Spain,Male,45.0,4,2040.5297617698234,2,0,0,31824.215122407244,1
9475,15631481,Thomson,630.4633302440147,France,Male,51.0,8,82698.59860022504,2,1,1,171384.39253968772,0
9476,15620988,Murray,616.632439478205,France,Male,,2,7295.660361741285,2,1,0,136995.7016270738,0
9477,15571529,Kirby,655.4336716900007,Germany,Female,48.0,7,122430.43600527031,1,1,0,56080.25305244818,0
9478,15592104,Lane,686.8159148434252,France,Female,,5,-3090.3905241918083,1,0,0,35451.492308710905,1
9479,15651900,Bergamaschi,784.412695217869,Germany,Female,53.0,1,86472.3997321052,1,1,0,181352.11795098515,1
9480,15596212,Yang,801.8805025888475,Spain,Male,35.0,1,9057.19270741394,2,0,0,44647.86760392584,0
9481,15710687,Mills,604.6767416307812,France,Female,33.0,0,85106.75338972543,1,1,0,197526.08777059175,0
9482,15613787,Chidubem,496.2950360598967,Spain,Male,35.0,8,132106.76455901013,1,1,0,88815.6958046475,0
9483,15599211,Findlay,678.8207850641593,France,Male,40.0,1,9143.857303918283,2,1,0,9761.064802000243,1
9484,15675983,Wood,697.5000459658363,France,Female,,3,68613.84972683497,1,0,1,179792.79749395058,0
9485,15622370,Boyle,783.1579596570928,Germany,Male,,1,116879.44323503779,1,0,1,83766.75517149588,0
9486,15656319,Toscano,875.9041414533929,Spain,Male,37.0,4,96273.36384177639,1,1,0,110891.16280821446,0
9487,15605130,Seccombe,749.7587579592634,France,Male,32.0,6,178819.31366490433,1,1,1,159612.7359549686,0
9488,15672574,Uspenskaya,873.9035482302284,Spain,Female,32.0,5,-11138.694650596317,1,1,1,2931.6873595186185,0
9489,15659355,McKenzie,661.3957113173519,Spain,Male,32.0,6,123772.99378023544,2,1,1,145748.44362702314,0
9490,15777907,Liang,796.3770157280198,France,Female,33.0,3,-5308.839809496918,1,1,1,145019.86910883404,1
9491,15655171,Yermakova,628.1869771466938,France,Male,80.0,3,-1146.0023976294576,1,1,1,64043.038311580975,0
9492,15619674,White,648.0991176397815,France,Female,35.0,4,115504.28906089696,1,1,1,195067.44627246232,0
9493,15775192,Rounsevell,723.3468097320681,Germany,Female,,4,106382.07531685031,1,1,0,119050.19911098009,1
9494,15617657,Ts'ai,671.8491203694105,France,Female,36.0,0,105795.10396216836,1,1,1,147804.7130130923,0
9495,15688951,Stoneman,770.4767347303359,Germany,Male,43.0,8,128818.1953963635,2,0,1,151857.75510421526,1
9496,15763460,Yao,655.8112934208189,France,Male,33.0,10,181331.78458818587,1,1,0,159433.10811545947,0
9497,15756992,Chukwukere,725.8565378665367,France,Male,37.0,1,-8524.477354293962,2,1,0,162717.8809895647,0
9498,15617454,Ifeatu,698.5433597778419,France,Female,25.0,1,-1123.1677695888538,2,0,1,146566.15662358428,0
9499,15701932,Millar,587.3178321720447,France,Female,52.0,6,137699.21011717292,1,1,1,64452.93275036961,0
9500,15700813,Igwebuike,555.3028476508757,Germany,Female,25.0,5,94409.6948632026,2,1,0,97198.3309083762,0
9501,15645600,Obidimkpa,733.6446896255031,Spain,Female,27.0,8,95305.6402246815,1,1,1,111063.96241211073,0
9502,15634146,Hou,861.4540643997796,Germany,Male,18.0,2,142336.834884583,1,1,1,121064.3663210752,0
9503,15686743,Moody,793.5114816985165,Spain,Male,29.0,3,48346.74956238102,2,1,1,187642.08402036986,0
